idasso	identifiant	type	datedeclaration	lieu_declaration	cp	titre	ancien_titre	nouveau_titre	objet	nouvel_objet	additif_objet	themes	siege_social	web	email	dateparution	numparution	page_debut	page_fin
			18/10/2004	Déclaration à la préfecture du Var. 	83400	MISTRAL GAGNANT. 						99	54e régiment d'artillerie, quartier Vassaigne, B.P. 205, avenue du XVe-Corps, 83400 Hyères			27/11/2004	20040048	5371	
			18/10/2004	Déclaration à la préfecture du Var. 	83400	LES AMIS DE CAROL. 						11	54e régiment d'artillerie, quartier Vassaigne, avenue du XVe-Corps, B.P. 205, 83400 Hyères			27/11/2004	20040048	5371	
			18/10/2004	Déclaration à la préfecture du Var. 	83400	AMICALE DE LA B2. 						11	54e R.A., quartier Vassaigne, Cen Masterino, D.R.H., avenue du XVe-Corps, B.P. 205, 83400 Hyères			27/11/2004	20040048	5371	
			18/10/2004	Déclaration à la préfecture du Var. 	83400	TAMARII OTE 3 (LES ENFANTS DE LA 3e BATTERIE). 						14	54e régiment d'artillerie, quartier Vassaigne, B.P. 205, avenue du XVe-Corps, 83400 Hyères			27/11/2004	20040048	5371	
			21/10/2004	Déclaration à la préfecture du Var. 	83000	ASSOCIATION NATIONALE DES VISITEURS DE PRISON (A.N.V.P.). 						14	restaurant L'Eau-Vive, 131, avenue de la République, 83000 Toulon			27/11/2004	20040048	5371	
			22/10/2004	Déclaration à la préfecture du Var. 	83130	ASSOCIATION STAPS. 						15	université du Sud Toulon-Var, scolarité STAPS, 83130 La Garde			27/11/2004	20040048	5371	
			24/10/2004	Déclaration à la préfecture du Var. 	83320	LES FILMS DE LA POINTE ROUGE. 						5	41, allée du Vent-d'Est, 83320 Carqueiranne			27/11/2004	20040048	5371	
			25/10/2004	Déclaration à la préfecture du Var. 	83130	CANTO THEO. 						99	école de musique de La Garde, maison communale Gérard-Philipe, 83130 La Garde			27/11/2004	20040048	5371	
			28/10/2004	Déclaration à la préfecture du Var. 	83085	A.S. MORY TOULON. 						15	80, rue du Docteur-Roux, B.P. 390, 83085 Toulon Cedex 9			27/11/2004	20040048	5371	
			8/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83780	BHADJAMI. 						99	L'Aire-Vieille, Les Plans, 83780 Flayosc			27/11/2004	20040048	5371	
			13/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84170	ASSOCIATION LE BOSPHORE. 			exploitation d'un abattoir agréé temporairement pour la fête de l'aïd-el-kabir pour répondre à la demande de la communauté des musulmans de Vaucluse. 			10	1305, chemin de Saint-Hilaire, 84170 Monteux			27/11/2004	20040048	5371	
			18/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84210	MODELE REDUIT PERNOIS. 			construction et élaboration de modèles réduits motorisés ou de type : voiture, bateau ou avions, d'échelles différentes à but lucratif. 			10,7	centre culturel Les Augustins, 84210 Pernes-les-Fontaines			27/11/2004	20040048	5371	
			18/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84210	LA COMPAGNIE DES FONTAINES. 			création et diffusion de spectacles de marionnettes tous publics ; animation d'ateliers et de stages d'expressions artistiques ; édition de livres illustrés. 			5	100, rue de la République, 84210 Pernes-les-Fontaines			27/11/2004	20040048	5371	
			19/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84190	LES ATELIERS D'ANNIE. 			s'initier aux arts plastiques, développer la créativité et le sens artistique de chacun ; explorer notre patrimoine, découvrir la richesse de notre environnement et exploiter ces acquisitions dans des réalisations personnelles. 			5	chemin des Fontaines, 84190 Vacqueyras			27/11/2004	20040048	5371	
			25/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84410	LES ARTS AU SOLEIL. 			promotion des arts plastiques et décoratifs, avec stages d'initiation et de perfectionnement, de fabrication et décoration sur faïence. 			5	chemin des Treilles, 84410 Bédoin			27/11/2004	20040048	5371	
			25/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84210	ASSOCIATION JEAN ET PAULINE. 			maintien des liens familiaux à travers les générations. 			11,14	390, chemin de la Gipière, 84210 Pernes-les-Fontaines			27/11/2004	20040048	5371	
			25/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84200	ASSOCIATION DES QUARTIERS DU FOUR A CHAUX. 			travailler à l'amélioration du cadre de vie et de l'environnement des quartiers du Four à Chaux. 			14,6,9	409, avenue Notre-Dame-de-Santé, 84200 Carpentras		louis@peneranda.com	27/11/2004	20040048	5371	
			26/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84390	SOCIETE DE CHASSE DE CHAMP-LONG. 			exercice rationnel de la chasse sur les territoires où elle dispose du droit de chasse ; elle prend à cet effet toutes mesures utiles pour favoriser le développement et la protection du gibier ainsi que de la faune sauvage et de leurs habitats ; elle aménage des points d'agrainage ; elle développe de bonnes relations avec les partenaires naturels de la chasse que sont notamment les propriétaires, les agriculteurs et les forestiers ainsi qu'avec les autres utilisateurs de la nature ; l'association agit également en vue de réguler les espèces nuisibles ; l'association adopte toutes dispositions juridiques pour constituer un territoire de chasse sur lequel elle détiendra le droit de chasse par voie d'achat, de locations, de cession ou autres moyens ; elle exerce une surveillance de la chasse par tous procédés adaptés. 			99	domaine de Champ-Long, 84390 Sault			27/11/2004	20040048	5371	
			27/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84110	MIZIZI ART ASSOCIATION. 			développer la créativité par l'organisation d'événements interculturels et multi-ethniques, éventuellement par des interventions dans le monde éducatif et associatif ; encourager un accueil touristique et culturel. 			5	C.L.A.E.P. (centre laïque d'animation et d'éducation populaire), route du Stade, 84110 Rasteau			27/11/2004	20040048	5371	
			27/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84200	ASSOCIATION DE SOUTIEN AUX LOCATAIRES. 			défendre les locataires des quartiers Amandiers, Eléphants, Sablières, Pous du Plan, centre ville à Carpentras, dans les domaines du logement, de l'hygiène, de l'environnement, de la sécurité, et tout ce qui relève du domaine locatif ; représenter les locataires auprès des administrations et des institutions. 			6,14,9	le centre social Lou Tricadou, 35, rue du Collège, B.P. 59, 84200 Carpentras			27/11/2004	20040048	5372	
			28/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84570	LES TOITS DU MONDE A VELO. 			faciliter la gestion et l'accompagnement du projet porté par deux membres de l'association ; ce projet est d'accomplir un tour du monde à vélo avec l'ascension à pied du point culminant de chaque pays et continent traversé. 			10	quartier Barriot, 84570 Mormoiron		www.lestoitsdumondeavelo.com	27/11/2004	20040048	5372	
			2/11/2004	Déclaration à la sous-préfecture d'Apt. 	84560	FOND JANE EAKIN. 			promotion et organisation de la maison Jane Eakin ainsi que gestion des cotisations et dons divers versés pour cet objet. 			10,11	mairie, 84560 Ménerbes			27/11/2004	20040048	5372	
			2/11/2004	Déclaration à la sous-préfecture d'Apt. 	84480	COURT EN LUB. 			promouvoir le court-métrage (à travers des projections tout en long de l'année et un festival) ; aider à la mise en place et à la réalisation de courts-métrages ; vocation pédagogique : faire découvrir à un public large le monde de l'image et du son. 			5,10,3	maison du livre et de la culture de Bonnieux, rue Aristide-Briand, 84480 Lacoste		mlec-bonnieux@wanadoo.fr	27/11/2004	20040048	5372	
			4/11/2004	Déclaration à la sous-préfecture d'Apt. 	84120	COMITE D'INTERET DU QUARTIER DES AIRES-DE-PERTUIS. 			susciter, promouvoir et encourager toute action favorisant le maintien et le développement de la qualité de vie dans le quartier des Aires défini par le périmètre : boulevard Pécout, cours de la République, avenue de la Liberté, avenue du Maréchal-Leclerc, à Pertuis (84120). 			10	maison de la culture et des associations, 167, rue Résini, 84120 Pertuis			27/11/2004	20040048	5372	
			4/11/2004	Déclaration à la préfecture de Vaucluse. 	84250	ASSOCIATION A COEUR JOIE DES CHORALES DU THOR. 			réunir des adultes, des adolescents ou des enfants du Thor et de ses environs pour développer une action éducative et culturelle par le chant choral, dans l'esprit de César Geoffray, fondateur du mouvement A Coeur Joie. 			5	Le Bois Fleury, 16, place de l'Eglise, 84250 Le Thor			27/11/2004	20040048	5372	
			4/11/2004	Déclaration à la préfecture de Vaucluse. 	84860	PASSION RACING. 			organisation de bourses, concentration, ballades motos et aide à la restauration et à la recherche de pièces pour les 125 Harley Davidson. 			11,10	café de la Gare, 11 bis, cours Aristide-Briand, 84860 Caderousse			27/11/2004	20040048	5372	
			4/11/2004	Déclaration à la préfecture de Vaucluse. 	84130	ASSOCIATION UN VEHICULE POUR TOUS. 			venir en aide aux personnes non imposables, ne disposant pas de permis, de véhicule, de CB Visa afin de louer un fourgon ou voiture ; cette aide peut se présenter sous diverses formes : déménagements, vide-greniers, débarrassage des objets encombrants, transports de personnes, etc. ; l'objectif, à long terme, est de transporter des personnes handicapées. 			10,7,14	13, rue Boileau, 84130 Le Pontet			27/11/2004	20040048	5372	
			28/10/2004	Déclaration à la préfecture de Vaucluse. 	84000	LES ETOILES DU SUD. 						99	5, rue du Portail-Magnanem, 84000 Avignon		etoilesdusud@netcourrier.com	27/11/2004	20040048	5372	
			4/11/2004	Déclaration à la sous-préfecture d'Apt. 	84560	LES MUSICALES DU LUBERON. 				organiser des concerts dans la région du Luberon ; organiser et animer les activités culturelles qui pourraient lui être confiées par les communes avec lesquelles elle aura passé des accords en apportant à celle-ci son expérience et ses moyens ; organiser des spectacles ; l'association a le statut d'entrepreneur de spectacles conformément à l'arrêté du ministère de la culture en date du 2 octobre 2003, licence n° 3 134 648. 		11,5,10	mairie, 84560 Ménerbes		musicalesluberon@wanadoo.fr	27/11/2004	20040048	5372	
			4/11/2004	Déclaration à la sous-préfecture d'Apt. 	84035	SOCIETE DE CHASSE « LE ROULET ». 				mise en commun des terrains de chasse ; favorisation du repeuplement du gibier et répression du braconnage. 		15	La Petite Pérussis, 84035 Les Vignères			27/11/2004	20040048	5372	
			4/11/2004	Déclaration à la sous-préfecture d'Apt. 	84240	L'ECHARPE D'IRIS. 						99	70, rue Abbé-de-l'Epée, 13005 Marseille			27/11/2004	20040048	5372	
			4/11/2004	Déclaration à la préfecture de Vaucluse. 	84250		INTEGROSERVICES.	BLEU COMME UNE ORANGE. 		développer un enseignement professionalisé des arts plastiques en direction des enfants et des adultes, notamment sous forme d'ateliers, en s'attachant à une pédagogie et un contenu ouvert au monde et soutenir la production et la promotion des artistes contemporains par des moyens appropriés. 		5,11,10	46, boulevard Sixte-Isnard, 84000 Avignon	www.bleu-orange.comoz.com	infos@bleu-orange.comoz.com	27/11/2004	20040048	5372	
			5/11/2004	Déclaration à la sous-préfecture d'Apt. 	84510	LE XIII PROVENÇAL. 						99	262, avenue de Fossombrone, 84320 Entraigues-sur-la-Sorgues			27/11/2004	20040048	5372	
			13/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84110	FESTIVAL DE VAISON-LA-ROMAINE. 						5,10	hôtel de ville, Cauis Baulignan, 84110 Vaison-la-Romaine			27/11/2004	20040048	5372	
			13/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84170	ISOMERE. 						99	La Bénové, route d'Avignon, 84170 Monteux			27/11/2004	20040048	5372	
			10/10/2004	Déclaration à la sous-préfecture de Fontenay-le-Comte. 	85700	LA 4 L DU BOCAGE VENDEEN. 			monter financièrement un projet humanitaire et sportif. 			15,10,14	39, avenue des Moulins, 85700 Pouzauges			27/11/2004	20040048	5372	
			15/10/2004	Déclaration à la préfecture de la Vendée. 	85500	SENIORS ACTIFS DE VENDEE. 			lutter contre l'exclusion des cadres séniors de Vendée ; développer une stratégie partenariale de retour à l'emploi avec les acteurs concernés ; mobiliser les outils nécessaires ; mettre en oeuvre des réponses adaptées ; promouvoir les compétences de ses membres ; défendre leurs droit et leurs intérêts dans un esprit solidaire. 			6,14	16, place du Petit-Bourg, 85500 Les Herbiers			27/11/2004	20040048	5372	
			18/10/2004	Déclaration à la préfecture de la Vendée. 	85000	DEFI'YONNAIS. 			animations et mise en place de projets culturels et humanitaires. 			11,5	75, rue de la Roche-sur-Yon, 85000 Mouilleron-le-Captif			27/11/2004	20040048	5373	
			18/10/2004	Déclaration à la préfecture de la Vendée. 	85530	TEKILA. 			sonoriser des repas dansants et des soirées événementielles organisées par des associations, des comités d'entreprise ou des particuliers ; tous les membres de l'association exercent leur activité par passion avec une qualité professionnelle ; ils sont bénévoles, ce qui permet à l'association d'avoir un budget entièrement dédié à l'achat et l'entretien de matériel. 			10,11,5	La Paillotière, 85530 La Bruffière			27/11/2004	20040048	5373	
			18/10/2004	Déclaration à la préfecture de la Vendée. 	85610	ATHLETISME MINGOT ASSOCIATION. 			pluralité des activités en athlétisme. 			15	25, rue des Bouffardières, 85610 Cugand			27/11/2004	20040048	5373	
			21/10/2004	Déclaration à la préfecture de la Vendée. 	85170	ETOILE SPORTIVE BELLEVILLOISE TENNIS DE TABLE. 			pratique du tennis de table ; organisation des loisirs sous toutes leurs formes et créer entre tous ses membres des liens d'amitié et de bonne camaraderie. 			11,15	16, rue des Alizés, 85170 Belleville-sur-Vie			27/11/2004	20040048	5373	
			25/10/2004	Déclaration à la préfecture de la Vendée. 	85013	GROUPEMENT D'EMPLOYEURS VENDEEN DE REMPLACEMENT AGRICOLE. 			mettre à la disposition de ses membres un ou plusieurs salariés liés audit groupement par un contrat de travail. 			7,14	maison de l'agriculture, boulevard Réaumur, 85013 La Roche-sur-Yon Cedex			27/11/2004	20040048	5373	
			26/10/2004	Déclaration à la sous-préfecture de Fontenay-le-Comte. 	85400	LARSEN. 			accompagner et soutenir les groupes locaux dans le développement de leurs activités artistiques. 			5	8, rue Flandres-Dunkerque, 85400 Luçon			27/11/2004	20040048	5373	
